name,avg_seed,avg_ht,avg_age,avg_rank,avg_rank_pts,avg_aces,avg_dfs,avg_svps,avg_1stIn,avg_1stWon,avg_2ndWon,avg_SvGms,avg_bpSaved,avg_bpFaced,matchesPlayed
Antso Rakotondramanga,0.0,0.0,26.4455852156,1100.5,0.875,2.875,0.625,24.625,15.25,11.25,5.25,3.875,0.375,0.625,8.0
Favel Antonio Freyre Perdomo,0.0,0.0,19.9388546658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Fabrice Martin,0.0,0.0,29.0937713894,175.0,62.5,8.0,3.5,82.5,49.0,34.5,16.5,13.0,2.5,6.0,2.0
Filip Krajinovic,0.0,185.0,21.9095635458,196.574468085,410.553191489,3.31914893617,1.95744680851,60.7021276596,37.2127659574,24.085106383,11.4255319149,9.57446808511,3.68085106383,6.8085106383,47.0
Thiago Monteiro,0.0,0.0,22.1076317591,164.8125,451.0625,3.0,2.3125,74.75,49.0,32.4375,12.8125,12.0,4.1875,7.375,16.0
Santiago Gonzalez,0.0,190.0,24.4628212308,279.090909091,166.181818182,1.22727272727,1.36363636364,26.6363636364,15.8636363636,10.8181818182,4.31818181818,4.13636363636,1.59090909091,3.09090909091,22.0
Matwe Middelkoop,0.0,0.0,27.7116130504,353.333333333,169.666666667,6.33333333333,4.0,61.6666666667,30.3333333333,20.6666666667,15.6666666667,7.66666666667,5.33333333333,7.0,3.0
Vasek Pospisil,2.53571428571,193.0,24.0494768749,73.9591836735,841.183673469,9.0,3.36734693878,76.3724489796,43.9030612245,33.3826530612,16.5255102041,12.0102040816,3.33673469388,5.42857142857,196.0
Matteo Donati,0.0,0.0,20.1971252567,282.0,172.0,7.0,1.5,72.5,45.0,31.5,11.5,11.0,5.0,8.0,2.0
Andy Ram,0.0,180.0,24.525184201,411.411764706,57.1764705882,4.47058823529,1.41176470588,47.0,23.5882352941,17.4705882353,11.7647058824,7.23529411765,2.94117647059,4.64705882353,17.0
Gvidas Sabeckis,0.0,0.0,25.1033538672,573.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Vasilly Kazhera,0.0,0.0,18.4640657084,1087.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alex De Minaur,0.0,0.0,17.8984257358,323.8,149.6,3.4,3.8,85.2,51.6,33.6,16.0,12.8,5.6,9.6,5.0
Jean Michel Durango,0.0,0.0,19.1156741957,763.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Elbert Sie,0.0,0.0,21.2758384668,934.833333333,12.5833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Daniel Yoo,0.0,0.0,18.8911704312,0.0,0.0,3.0,5.0,55.0,36.0,25.0,3.0,8.0,5.0,9.0,1.0
Gd Jones,0.0,183.0,21.1793292266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Jeson Patrombon,0.0,0.0,20.5950262377,1095.55555556,7.77777777778,0.444444444444,1.55555555556,26.4444444444,14.6666666667,10.1111111111,5.11111111111,4.33333333333,1.44444444444,2.66666666667,9.0
Hassan Al Mousa,0.0,0.0,19.3292265572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brian Wilson,0.0,190.0,23.989596167,419.8,87.0,4.6,6.0,83.0,51.0,37.4,13.8,12.0,6.0,8.6,5.0
Aziz Avganov,0.0,0.0,19.5947980835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Michael Lammer,0.0,185.0,27.2128237398,269.129032258,189.548387097,2.06451612903,2.03225806452,54.9032258065,32.3548387097,20.7096774194,10.935483871,8.58064516129,3.25806451613,6.12903225806,31.0
Jan Mertl,0.0,190.0,34.0780287475,276.666666667,179.333333333,5.66666666667,4.33333333333,59.6666666667,38.0,27.6666666667,8.66666666667,8.66666666667,3.0,5.0,3.0
Markus Eriksson,0.0,0.0,23.8591527873,528.111111111,62.8888888889,0.888888888889,1.88888888889,41.3333333333,27.2222222222,17.1111111111,6.33333333333,5.88888888889,2.77777777778,4.77777777778,9.0
Dinko Halachev,0.0,0.0,29.4373716632,1155.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Justin Bower,0.0,190.0,23.8442162902,336.7,105.3,3.5,1.6,37.7,24.5,18.5,6.5,6.0,1.7,2.8,10.0
Christos Hadjigeorgiou,0.0,0.0,18.1718001369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Javier Sanchez,0.0,178.0,31.9014373717,0.0,0.0,0.0,0.0,72.0,48.0,30.0,12.0,10.0,2.0,4.0,1.0
Jan Minar,0.0,0.0,27.1389459274,250.0,162.5,1.0,4.0,73.5,51.0,34.5,9.5,11.5,4.0,7.5,2.0
David Mullins,0.0,0.0,31.5715263518,631.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Daniel Melo,0.0,185.0,24.6014145562,248.0,149.666666667,1.0,2.66666666667,80.3333333333,56.6666666667,34.6666666667,12.0,13.0,6.33333333333,10.3333333333,3.0
Anas Fattar,0.0,0.0,24.8925393566,767.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Taylor Dent,3.99303135889,188.0,23.7101217008,95.9547038328,663.808362369,7.30662020906,5.62020905923,74.7003484321,42.7526132404,32.2020905923,15.6585365854,11.7630662021,3.61672473868,5.98954703833,287.0
Edouard Roger Vasselin,0.803827751196,188.0,28.7502759138,95.1148325359,619.172248804,4.27272727273,2.44497607656,82.5741626794,53.5406698565,37.0765550239,14.3971291866,12.7368421053,4.2009569378,7.0956937799,209.0
Pablo Bianchi,0.0,0.0,26.4862727204,411.777777778,73.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Nikolay Davydenko,3.0596107056,178.0,26.2279543891,27.3807785888,1974.02554745,3.06934306569,2.47810218978,70.9866180049,47.5352798054,32.4270072993,12.0158150852,11.1654501217,3.8199513382,6.33819951338,822.0
Riccardo Ghedin,0.0,188.0,25.9539128451,288.0,177.333333333,3.66666666667,2.66666666667,85.6666666667,55.6666666667,35.6666666667,14.0,13.0,5.0,9.33333333333,3.0
Gilles Elseneer,0.0,188.0,25.6075747205,164.095238095,289.785714286,6.14285714286,3.64285714286,77.5714285714,47.7380952381,34.4761904762,14.380952381,11.9523809524,4.02380952381,6.61904761905,42.0
Tobias Clemens,0.0,185.0,27.1492128679,250.5,160.25,7.75,5.0,93.25,51.25,37.0,21.5,13.75,4.0,7.0,4.0
Amaury Gomez,0.0,0.0,28.3121149897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Abdulrahman Alawadhi,0.0,0.0,24.0328542094,0.0,0.0,1.0,6.0,75.0,42.0,22.0,9.0,10.0,3.0,11.0,1.0
Fernando Meligeni,1.63909774436,180.0,30.3513815339,74.5037593985,579.240601504,3.7969924812,3.45864661654,71.3984962406,40.7894736842,27.8721804511,15.2406015038,10.9172932331,4.61654135338,7.57142857143,133.0
Viktor Galovic,0.0,0.0,23.8548939083,732.0,31.0,7.0,4.0,102.0,62.0,37.0,19.0,16.0,0.0,6.0,1.0
Karim Alami,1.61728395062,185.0,27.4071370024,54.1604938272,758.12345679,4.25925925926,3.18518518519,72.6296296296,41.3086419753,29.037037037,15.3209876543,11.2962962963,4.06172839506,6.97530864198,81.0
Laurence Tieleman,0.758620689655,180.0,27.5095470745,105.068965517,357.965517241,8.51724137931,5.13793103448,69.9310344828,35.8275862069,27.275862069,15.6551724138,10.3793103448,4.24137931034,6.58620689655,29.0
Sergi Bruguera,0.0,188.0,29.9768043197,122.861111111,397.75,4.25,3.18055555556,74.0972222222,43.125,29.8472222222,14.3888888889,11.5138888889,4.55555555556,7.93055555556,72.0
Marko Tkalec,0.0,178.0,26.3020762035,393.233333333,80.7333333333,0.233333333333,0.1,3.13333333333,1.3,0.9,0.833333333333,0.5,0.1,0.266666666667,30.0
Menelaos Efstathiou,0.0,0.0,17.916495551,1505.0,2.0,4.0,5.0,175.0,118.0,76.0,26.0,25.0,9.0,15.0,1.0
Dimitar Kutrovsky,0.0,0.0,25.3897751803,449.846153846,85.6153846154,0.538461538462,0.769230769231,17.9230769231,10.9230769231,7.23076923077,3.46153846154,2.76923076923,0.692307692308,1.46153846154,13.0
Olivier Rochus,2.25436893204,168.0,25.4005090276,61.613592233,692.396116505,1.63106796117,2.4213592233,73.959223301,45.3611650485,30.0873786408,14.7242718447,11.3126213592,4.26990291262,7.23495145631,515.0
Nick Van Der Meer,0.0,0.0,19.4798083504,620.0,27.0,1.0,2.0,53.0,29.0,15.0,12.0,8.0,4.0,8.0,1.0
Nigel Badza,0.0,0.0,19.5263518138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jamie Baker,0.0,0.0,23.1031003625,256.259259259,173.62962963,2.88888888889,1.51851851852,60.037037037,39.2222222222,25.8518518519,9.48148148148,9.11111111111,3.66666666667,6.2962962963,27.0
Nicolas Salama,0.0,0.0,18.7816563997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Kirill Ivanov Smolensky,0.0,0.0,21.4373716632,590.0,29.5,6.0,10.0,86.0,48.5,29.0,14.0,10.0,10.5,15.5,2.0
Younes Rachidi,0.0,0.0,26.1848049281,984.0,10.0,0.25,1.5,24.75,14.75,9.5,4.5,3.25,2.25,3.75,4.0
Hiroki Kondo,0.0,0.0,20.902806297,620.0,28.25,2.0,1.75,56.75,28.75,18.0,11.25,8.75,6.5,10.75,4.0
Jo Wilfried Tsonga,6.17123287671,188.0,26.8275294647,15.9143835616,2826.70205479,9.36815068493,2.30136986301,77.0445205479,48.029109589,37.1643835616,15.3921232877,12.4623287671,3.28424657534,4.89726027397,584.0
Marvin Rolle,0.0,0.0,21.5961670089,519.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Daniel Vacek,0.5,190.0,29.5256673511,265.785714286,434.428571429,4.89285714286,4.35714285714,72.8571428571,39.6071428571,26.6785714286,15.5,11.0714285714,4.14285714286,7.78571428571,28.0
Sergio Galdos,0.0,0.0,21.9762719599,967.666666667,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Jason Stoltenberg,1.61224489796,185.0,30.3416446661,69.5306122449,442.285714286,5.9387755102,3.40816326531,78.612244898,44.9591836735,33.1428571429,16.7142857143,12.6326530612,3.38775510204,6.16326530612,49.0
Tomislav Ternar,0.0,0.0,23.9110198494,683.5,36.5,0.0,0.5,6.0,3.5,3.0,0.5,4.5,0.5,0.5,2.0
Alexander Reichel,0.0,193.0,32.93908282,1154.0,4.0,4.0,4.0,57.0,33.0,21.0,10.0,8.0,5.0,8.0,1.0
Giovani Samaha,0.0,0.0,20.9965776865,1573.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bastian Knittel,0.0,0.0,27.8850102669,202.833333333,248.0,2.66666666667,8.16666666667,82.5,50.0,33.0,13.3333333333,11.8333333333,7.33333333333,11.1666666667,6.0
Spencer Newman,0.0,0.0,23.7371663244,0.0,0.0,0.0,11.0,101.0,76.0,36.0,9.0,15.0,5.0,14.0,1.0
Marsel Ilhan,0.0,190.0,25.7543329636,121.563218391,480.333333333,5.54022988506,1.93103448276,74.4712643678,45.8275862069,31.7931034483,13.8850574713,11.5402298851,3.86206896552,6.74712643678,87.0
Martins Podzus,0.0,0.0,20.1383667667,616.307692308,39.6923076923,2.46153846154,0.846153846154,23.1538461538,14.2307692308,9.92307692308,4.53846153846,3.53846153846,1.0,1.76923076923,13.0
Juan Sebastian Cabal,0.0,0.0,24.8947794163,268.818181818,123.818181818,1.09090909091,1.0,17.5454545455,11.7272727273,7.54545454545,3.09090909091,2.54545454545,0.545454545455,1.18181818182,11.0
Ryler Deheart,0.0,183.0,25.6246406571,251.8,169.0,7.6,3.0,96.6,58.2,39.8,19.6,15.0,5.4,8.8,5.0
Ali Hamadeh,0.0,0.0,26.1972497044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Andrei Cherkasov,0.0,180.0,29.8376454483,127.0,100.6,1.6,2.2,45.6,27.4,18.4,10.2,8.2,1.2,3.8,5.0
Boy Westerhof,0.0,0.0,27.742642026,236.0,195.0,1.0,2.0,52.0,25.0,14.0,8.0,8.0,4.0,9.0,1.0
David Wheaton,0.0,193.0,31.1047227926,393.0,66.75,6.5,4.5,77.0,43.25,31.5,18.5,11.75,3.5,5.25,4.0
Israel Matos Gil,0.0,0.0,21.8165639973,564.5,36.0,2.0,3.5,67.0,38.5,24.0,11.0,9.0,4.0,8.0,2.0
Enrique Olivares,0.0,0.0,25.0431211499,1103.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Antony Dupuis,0.352331606218,185.0,30.0693328794,91.3419689119,441.124352332,7.18652849741,2.68911917098,79.9792746114,47.4507772021,34.170984456,16.6373056995,12.2383419689,4.20725388601,6.75129533679,193.0
Gianni Mina,0.0,185.0,21.1071868583,449.0,106.6,2.6,1.8,63.2,35.8,24.6,13.2,9.8,3.2,5.8,5.0
Thomas Shimada,0.0,178.0,27.5017111567,675.5,0.5,3.5,3.5,59.5,32.5,22.0,15.5,10.0,3.0,5.5,2.0
Michael Massih,0.0,0.0,25.7303216975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tobias Kamke,0.198757763975,180.0,26.5072761361,94.9254658385,586.403726708,1.98757763975,3.33540372671,76.5590062112,45.2360248447,29.5652173913,15.4658385093,11.5900621118,4.34782608696,7.72670807453,161.0
Luke Smith,0.0,188.0,24.1861738535,0.0,0.0,3.0,5.0,50.0,27.0,15.0,13.0,9.0,3.0,6.0,1.0
Konstantin Kravchuk,0.0,190.0,28.661506871,184.846153846,388.807692308,7.19230769231,2.46153846154,65.9615384615,41.5769230769,29.8076923077,12.1153846154,10.2307692308,3.65384615385,5.92307692308,26.0
Salifu Mohammed,0.0,0.0,17.2375085558,417.0,4.28571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Dac Tien Nguyen,0.0,0.0,17.5112936345,0.0,0.0,3.0,5.0,47.0,26.0,16.0,5.0,7.0,2.0,6.0,1.0
Constant Lestienne,0.0,0.0,22.9267624914,319.0,143.0,1.0,4.0,57.0,34.0,16.0,8.0,8.0,4.0,10.0,1.0
Barry King,0.0,0.0,26.0232717317,899.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Francisco Rodriguez,0.0,0.0,26.8916837782,574.9375,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Roman Vogeli,0.0,0.0,21.325119781,638.0,30.0,4.0,5.0,55.0,27.0,15.0,10.0,8.0,4.0,9.0,1.0
Claudio Dias Conduto,0.0,0.0,16.5366187543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kyle Edmund,0.0,0.0,21.0769294589,116.5,655.015151515,5.78787878788,2.78787878788,79.1666666667,46.8181818182,33.6515151515,16.303030303,12.3333333333,4.33333333333,7.01515151515,66.0
Julio Silva,0.571428571429,173.0,26.5256673511,242.285714286,184.642857143,3.07142857143,1.14285714286,67.0714285714,43.6428571429,25.7142857143,11.5714285714,10.2857142857,5.42857142857,9.14285714286,14.0
Milen Velev,0.0,0.0,29.7015742642,510.0,45.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Daniel Nestor,0.0,190.0,29.0027933478,289.027027027,144.135135135,5.72972972973,3.37837837838,61.3243243243,37.9459459459,27.2162162162,12.0540540541,9.56756756757,2.72972972973,4.7027027027,37.0
Soren Wedege,0.0,0.0,21.1498973306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Enzo Pigola,0.0,0.0,18.8637919233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Vivek Shokeen,0.0,0.0,19.5181382615,733.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Matias Silva,0.0,0.0,21.9961974295,405.0,12.1111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Lukasz Kubot,0.318777292576,190.0,28.5874782182,104.340611354,604.174672489,4.35371179039,4.0,72.0917030568,44.8515283843,30.8034934498,12.96069869,11.1048034934,3.94759825328,6.83406113537,229.0
Emil Ruusuvuori,0.0,0.0,17.8316221766,1511.0,2.0,1.0,3.0,93.0,54.0,31.0,17.0,14.0,6.0,12.0,1.0
Ognian Kolev,0.0,0.0,34.7761806982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Rainer Eitzinger,0.0,178.0,23.5088295688,257.1,159.8,1.2,2.5,66.7,45.1,28.8,10.6,10.0,3.7,6.5,10.0
David Vega Hernandez,0.0,0.0,20.8432580424,440.0,90.0,1.0,1.0,50.0,33.0,17.0,7.0,7.0,3.0,7.0,1.0
Novak Djokovic,1.98594594595,188.0,23.9793462456,9.84216216216,9021.52756757,5.15567567568,2.14810810811,73.3318918919,47.4378378378,34.7989189189,14.3491891892,11.8508108108,3.25945945946,4.96648648649,925.0
Takao Suzuki,0.0,175.0,27.6760209902,292.301587302,179.904761905,5.92063492063,1.57142857143,48.3968253968,29.9206349206,22.2380952381,9.7619047619,7.5873015873,2.25396825397,3.57142857143,63.0
Lars Uebel,0.0,0.0,24.6625598905,288.0,123.0,3.0,2.0,54.0,28.0,18.0,10.0,8.0,5.0,9.0,1.0
Casper Ruud,0.0,0.0,17.6558521561,451.6,145.4,3.6,2.8,66.8,45.0,30.6,12.2,11.0,4.0,6.2,5.0
Yong Kyu Lim,0.0,0.0,20.7771173313,407.684210526,108.0,1.26315789474,0.578947368421,13.3684210526,7.89473684211,5.57894736842,3.0,2.0,0.842105263158,1.26315789474,19.0
Christophe Rochus,0.474474474474,170.0,25.8379693862,82.4984984985,546.288288288,1.74474474474,2.78978978979,70.6546546547,42.9039039039,27.3633633634,12.9129129129,10.7027027027,4.23423423423,7.84684684685,333.0
Benjamin Hannestad,0.0,0.0,19.3073237508,1253.5,6.0,1.0,3.0,64.0,36.0,25.0,16.0,10.0,1.5,4.0,2.0
Simon Stadler,0.0,183.0,24.8862080767,198.0625,226.5625,2.6875,1.6875,85.625,59.75,40.125,13.0625,13.1875,5.3125,8.4375,16.0
Andrea Stoppini,0.0,190.0,27.1910895402,250.909090909,187.545454545,3.81818181818,3.09090909091,72.3636363636,42.1818181818,28.0,14.5454545455,10.4545454545,5.81818181818,8.72727272727,11.0
Cheuk Wai Hui,0.0,0.0,24.6050650239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Iphton Louis,0.0,0.0,28.2299794661,789.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Ignaci Roca,0.0,0.0,28.6119096509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Rouzbeh Kamran,0.0,0.0,26.4147843943,1661.33333333,1.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
David Prinosil,2.26506024096,185.0,27.9814287953,79.7228915663,627.843373494,6.6265060241,4.77108433735,75.3012048193,39.9759036145,29.3975903614,16.2409638554,11.3855421687,4.43373493976,7.3734939759,83.0
Luis Diaz Barriga,0.0,0.0,25.5414099932,489.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Phillip Simmonds,0.0,0.0,21.5505361624,446.333333333,91.3333333333,5.66666666667,5.33333333333,66.3333333333,36.0,23.3333333333,12.6666666667,10.6666666667,4.33333333333,8.66666666667,3.0
Charalampos Kapogiannis,0.0,0.0,20.4033766827,1267.66666667,5.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Rolandas Murashka,0.0,0.0,25.2621492129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Karim Alayli,0.0,0.0,24.3417335573,300.909090909,0.681818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Courtney John Lock,0.0,0.0,19.3648186174,2147.0,1.0,0.0,2.5,43.5,31.0,10.0,2.0,7.5,3.0,10.0,2.0
William Ward,0.0,0.0,18.0889801506,1425.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Steven Korteling,0.0,0.0,21.5030800821,463.0,57.0,6.0,0.0,63.0,44.0,31.0,8.0,11.0,3.0,6.0,1.0
Brian Dabul,0.0,170.0,25.6929044034,109.761904762,610.30952381,2.28571428571,1.69047619048,71.5,48.6428571429,33.0,11.5,11.2857142857,4.02380952381,6.66666666667,42.0
Suwandi Suwandi,0.0,178.0,25.8148379609,551.391304348,54.6956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Omar Awadhy,0.0,0.0,23.7764088524,661.222222222,4.66666666667,0.111111111111,5.0,52.3333333333,28.1111111111,14.2222222222,8.0,7.77777777778,3.22222222222,8.55555555556,9.0
Roger Federer,2.28549618321,185.0,26.5319246987,5.87175572519,6232.37557252,7.37404580153,1.76870229008,73.8030534351,45.8,35.3748091603,15.8847328244,12.1847328244,2.82824427481,4.19847328244,1310.0
Peter Nagy,0.0,0.0,23.7266712297,639.666666667,48.3333333333,0.5,1.83333333333,50.8333333333,29.6666666667,16.1666666667,10.6666666667,8.5,3.16666666667,7.0,6.0
Vladimir Ivanov,0.0,0.0,25.5098002613,772.818181818,49.6363636364,1.0,0.727272727273,14.0,8.0,6.27272727273,2.90909090909,2.18181818182,1.0,1.36363636364,11.0
Denes Lukacs,0.0,180.0,20.7003422314,920.8,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Mate Delic,0.0,0.0,20.8178872918,210.4,236.2,2.66666666667,0.8,44.0,28.0666666667,18.9333333333,7.53333333333,6.93333333333,2.53333333333,4.53333333333,15.0
Mohammed Faizal Bin Othman,0.0,0.0,22.9650924025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Agustin Calleri,3.36386768448,183.0,28.2393842971,51.6946564885,771.72519084,6.61832061069,3.29007633588,73.3664122137,40.7048346056,30.2646310433,16.2849872774,11.4809160305,3.67684478372,6.11450381679,393.0
Daniel Alejandro Lopez Cassaccia,0.0,0.0,20.6789869952,537.090909091,24.7272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Neville Godwin,0.0,173.0,26.3879036774,147.090909091,280.727272727,3.87878787879,5.24242424242,73.8484848485,40.0909090909,29.7878787879,15.696969697,11.2424242424,4.09090909091,6.75757575758,33.0
Julio Cesar Campozano,0.0,0.0,24.3783709788,400.4,107.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
Nicolas Xiviller,0.0,0.0,16.9555099247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mark Nielsen,0.0,185.0,25.290622861,366.885714286,83.8,0.514285714286,1.02857142857,14.0571428571,8.8,5.74285714286,2.31428571429,2.08571428571,1.02857142857,1.77142857143,35.0
Michail Elgin,0.0,183.0,25.3535934292,315.3,166.0,4.5,2.5,51.7,31.2,20.8,8.8,7.9,2.9,5.4,10.0
Melvyn Op Der Heijde,0.0,180.0,27.1321013005,288.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Igor Kornienko,0.0,0.0,28.3093771389,693.0,18.0,9.0,3.0,60.0,34.0,26.0,13.0,9.0,0.0,2.0,1.0
Finn Tearney,0.0,0.0,26.0657084189,410.0,104.25,1.75,2.75,56.0,32.0,17.0,11.75,8.25,4.0,8.0,4.0
Yves Allegro,0.0,183.0,25.5326830938,242.4375,67.0,4.25,4.25,53.375,28.875,20.9375,11.625,8.0,3.5625,5.5625,16.0
Slimane Saoudi,0.0,0.0,31.202372804,431.142857143,68.7619047619,0.619047619048,1.09523809524,18.5238095238,11.0476190476,7.28571428571,3.66666666667,3.09523809524,0.714285714286,1.57142857143,21.0
Sebastian Fitz,0.0,0.0,24.8405201916,326.0,98.0,6.0,2.0,90.0,61.0,43.0,12.0,13.0,6.0,9.0,1.0
Jose Antonio Sanchez De Luna,0.0,0.0,22.6767054529,363.666666667,96.0,0.333333333333,1.33333333333,63.0,46.0,22.6666666667,5.0,9.0,5.66666666667,12.0,3.0
Mike Vermeer,0.0,0.0,18.6262833676,1005.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Pavel Chekhov,0.0,0.0,19.2361396304,334.0,101.0,14.0,3.0,70.0,44.0,39.0,10.0,11.0,2.0,3.0,1.0
Michael Tebbutt,0.0,190.0,30.1629021218,337.333333333,27.3333333333,7.33333333333,10.0,88.0,49.3333333333,38.6666666667,14.3333333333,13.6666666667,3.0,7.33333333333,3.0
Hyun Joon Suk,0.0,0.0,19.7234770705,1100.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Ante Pavic,0.0,0.0,25.7549623545,329.857142857,217.928571429,10.7142857143,5.57142857143,84.3571428571,49.1428571429,37.3571428571,15.5714285714,13.0714285714,4.85714285714,7.92857142857,14.0
Vladimir Obradovic,0.0,196.0,21.2292950034,775.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jeff Tarango,1.76086956522,180.0,31.7096092611,81.6739130435,504.282608696,4.36956521739,4.54347826087,81.8695652174,48.3695652174,32.5869565217,16.2173913043,12.1739130435,4.5,7.86956521739,46.0
Linh Giang Trinh,0.0,0.0,16.5229295003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gabriel Pitta,0.0,0.0,24.3586584531,726.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lukas Lacko,0.0653266331658,185.0,24.6651601608,96.8040201005,599.341708543,5.23115577889,2.20100502513,69.9246231156,41.256281407,29.1658291457,14.2663316583,10.8944723618,3.58793969849,6.23115577889,199.0
Sean Karam,0.0,0.0,33.0622861054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bobby Reynolds,0.0,183.0,26.1269415048,135.75,469.509615385,8.50961538462,3.50961538462,83.6057692308,49.1634615385,34.5480769231,16.7788461538,12.7980769231,4.69230769231,7.92307692308,104.0
Martin Pedersen,0.0,0.0,23.8182067077,511.28,29.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
Tomas Berdych,5.5548098434,196.0,25.1740755543,15.5637583893,2975.30536913,7.28187919463,2.32438478747,71.4116331096,41.3590604027,31.8210290828,15.7874720358,11.5604026846,3.13646532438,4.94966442953,894.0
Mariano Delfino,0.0,183.0,25.6783025325,185.0,188.0,2.0,5.0,152.0,100.0,54.0,28.0,19.0,15.0,23.0,1.0
Janez Semrajc,0.0,0.0,22.0205338809,530.0,70.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
